Date,Time,1RSS(dB),RQly(%),RSNR(dB),TPWR(mW),RxBt(V),Capa(mAh),Watt(W),Vc(V),Rud,Ele,Thr,Ail,P1,SA,SB,SC,SD,SE,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
2026-05-11,04:43:32.760,-25,100,12,10,0.8,0,0.0,0.15,1,-1,452,1,978,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:32.850,-25,100,12,10,0.8,0,0.0,0.15,1,-2,452,1,978,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:32.950,-25,100,12,10,0.8,0,0.0,0.15,1,-1,452,1,977,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:33.050,-25,100,12,10,0.8,0,0.0,0.15,1,-1,452,0,979,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:33.150,-25,100,12,10,0.8,0,0.0,0.15,1,-2,452,0,977,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:33.250,-25,100,12,10,0.8,0,0.0,0.15,1,-1,452,0,979,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:33.350,-25,100,12,10,0.8,0,0.0,0.15,1,-1,452,0,977,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:33.450,-25,100,12,10,0.8,0,0.0,0.15,1,-2,452,1,978,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:33.550,-25,100,12,10,0.8,0,0.0,0.15,1,-2,452,0,977,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:33.650,-25,100,12,10,0.8,0,0.0,0.15,1,-1,452,0,979,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:33.750,-25,100,12,10,0.8,0,0.0,0.15,1,-2,452,0,978,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:33.850,-25,100,12,10,0.8,0,0.0,0.15,1,-2,452,0,978,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:33.950,-25,100,12,10,0.8,0,0.0,0.15,1,-1,452,0,977,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:34.050,-25,100,12,10,0.8,0,0.0,0.15,1,-2,452,1,979,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:34.150,-25,100,12,10,0.8,0,0.0,0.15,2,-2,452,0,977,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:34.250,-25,100,12,10,0.8,0,0.0,0.15,2,-2,452,0,978,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:34.350,-25,100,12,10,0.8,0,0.0,0.15,2,-2,451,1,977,-1,0,0,1,-1,0x0000000000000000,1500,1500,1722,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:34.450,-25,100,12,10,0.8,0,0.0,0.15,2,-2,452,1,979,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:34.550,-25,100,12,10,0.8,0,0.0,0.15,1,-2,452,1,977,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:34.650,-25,100,12,10,0.8,0,0.0,0.15,1,-2,452,1,979,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:34.750,-25,100,12,10,0.8,0,0.0,0.15,1,-2,452,1,977,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:34.850,-25,100,12,10,0.8,0,0.0,0.15,1,-2,452,1,979,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:34.950,-25,100,12,10,0.8,0,0.0,0.15,1,-2,452,1,977,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:35.050,-25,100,12,10,0.8,0,0.0,0.15,1,-2,452,1,978,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:35.150,-25,100,12,10,0.8,0,0.0,0.15,1,-1,452,1,977,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:35.250,-25,100,12,10,0.8,0,0.0,0.15,1,-1,452,0,978,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:35.350,-25,100,12,10,0.8,0,0.0,0.15,1,-2,452,0,977,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:35.450,-25,100,12,10,0.8,0,0.0,0.15,1,-1,452,0,979,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:35.550,-25,100,12,10,0.8,0,0.0,0.15,1,-2,452,1,978,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:35.650,-25,100,12,10,0.8,0,0.0,0.15,2,-2,452,0,978,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:35.750,-25,100,12,10,0.8,0,0.0,0.15,2,-2,452,0,978,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:35.850,-25,100,12,10,0.8,0,0.0,0.15,1,-2,452,1,979,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:35.950,-25,100,12,10,0.8,0,0.0,0.15,1,-2,452,1,977,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:36.050,-25,100,12,10,0.8,0,0.0,0.15,1,-2,452,1,978,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:36.150,-25,100,12,10,0.8,0,0.0,0.15,1,-2,452,0,978,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:36.250,-25,100,12,10,0.8,0,0.0,0.15,1,-2,452,0,978,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:36.350,-25,100,12,10,0.8,0,0.0,0.15,1,-1,452,1,977,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:36.450,-25,100,12,10,0.8,0,0.0,0.15,1,-1,452,1,979,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:36.550,-25,100,12,10,0.8,0,0.0,0.15,1,-1,452,0,978,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:36.650,-25,100,12,10,0.8,0,0.0,0.15,1,-1,452,1,978,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:36.750,-25,100,12,10,0.8,0,0.0,0.15,1,-2,452,1,977,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:36.850,-25,100,12,10,0.8,0,0.0,0.15,1,-2,452,1,978,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:36.950,-25,100,12,10,0.8,0,0.0,0.15,1,-2,452,0,977,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:37.050,-25,100,12,10,0.8,0,0.0,0.15,1,-1,452,1,978,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:37.150,-25,100,12,10,0.8,0,0.0,0.15,1,-1,452,0,978,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:37.250,-25,100,12,10,0.8,0,0.0,0.15,1,-2,452,1,978,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:37.350,-25,100,12,10,0.8,0,0.0,0.15,2,-1,452,1,978,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:37.450,-25,100,12,10,0.8,0,0.0,0.15,1,-2,452,0,978,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:37.550,-25,100,12,10,0.8,0,0.0,0.15,1,-2,451,0,977,-1,0,0,1,-1,0x0000000000000000,1500,1500,1722,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:37.650,-25,100,12,10,0.8,0,0.0,0.15,1,-2,452,1,978,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:37.750,-25,100,12,10,0.8,0,0.0,0.15,2,-1,452,0,977,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:37.850,-25,100,12,10,0.8,0,0.0,0.15,2,-2,452,1,977,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:37.950,-25,100,12,10,0.8,0,0.0,0.15,1,-1,452,1,978,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:38.050,-25,100,12,10,0.8,0,0.0,0.15,1,-2,452,1,977,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:38.150,-25,100,12,10,0.8,0,0.0,0.15,1,-2,452,0,978,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:38.250,-25,100,12,10,0.8,0,0.0,0.15,1,-2,452,0,977,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:38.350,-25,100,12,10,0.8,0,0.0,0.15,1,-2,452,1,977,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:38.450,-25,100,12,10,0.8,0,0.0,0.15,1,-2,452,1,978,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:38.550,-25,100,12,10,0.8,0,0.0,0.15,1,-2,452,1,978,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:38.650,-25,100,12,10,0.8,0,0.0,0.15,1,-2,452,1,977,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:38.750,-25,100,12,10,0.8,0,0.0,0.15,1,-1,452,0,978,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:38.850,-25,100,12,10,0.8,0,0.0,0.15,1,-1,452,0,977,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:38.950,-25,100,12,10,0.8,0,0.0,0.15,1,-2,452,0,978,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:39.050,-25,100,12,10,0.8,0,0.0,0.15,1,-2,452,0,975,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:39.150,-25,100,12,10,0.8,0,0.0,0.15,1,-2,452,0,977,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:39.250,-25,100,12,10,0.8,0,0.0,0.15,1,-2,452,1,977,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:39.350,-25,100,12,10,0.8,0,0.0,0.15,1,-2,452,0,978,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:39.450,-25,100,12,10,0.8,0,0.0,0.15,1,-2,452,0,977,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:39.550,-25,100,12,10,0.8,0,0.0,0.15,1,-2,452,0,978,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:39.650,-25,100,12,10,0.8,0,0.0,0.15,1,-2,452,1,977,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:39.750,-25,100,12,10,0.8,0,0.0,0.15,1,-2,452,0,978,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:39.850,-25,100,12,10,0.8,0,0.0,0.15,1,-1,452,1,977,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:39.950,-25,100,12,10,0.8,0,0.0,0.15,1,-2,452,1,978,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:40.050,-25,100,12,10,0.8,0,0.0,0.15,1,-2,452,0,977,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:40.150,-25,100,12,10,0.8,0,0.0,0.15,1,-2,452,1,978,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:40.250,-25,100,12,10,0.8,0,0.0,0.15,1,-1,452,0,977,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:40.350,-25,100,12,10,0.8,0,0.0,0.15,1,-1,452,0,978,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:40.450,-25,100,12,10,0.8,0,0.0,0.15,1,-1,452,0,977,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:40.550,-25,100,12,10,0.8,0,0.0,0.15,1,-2,452,0,978,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:40.650,-25,100,12,10,0.8,0,0.0,0.15,1,-2,452,1,977,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2026-05-11,04:43:40.750,-25,100,12,10,0.8,0,0.0,0.15,1,-1,452,1,978,-1,0,0,1,-1,0x0000000000000000,1500,1500,1723,1500,988,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
